method,test_accuracy,test_macro_f1,test_log_loss,test_multiclass_brier,test_ece
sigmoid,0.526255707762557,0.4130898238664644,0.9877132750333374,0.5894498448378921,0.023548953549094826
uncalibrated,0.5245433789954338,0.41486837668573867,0.9919766127029818,0.5914754183461248,0.029988487498186056
isotonic,0.5222602739726028,0.42103154897682077,1.0035953148449832,0.5932000332407524,0.029282433432329256
