home_team_encoded,away_team_encoded,home_avg_points_last_5,away_avg_points_last_5,home_goals_scored_avg_last_5,away_goals_scored_avg_last_5,home_xg_avg_last_5,away_xg_avg_last_5,home_graph_xg_diff_avg_last_5,away_graph_xg_diff_avg_last_5,home_elo,away_elo,elo_difference,home_rest_days,away_rest_days,match_result
127.0,116.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
53.0,30.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
67.0,133.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
88.0,99.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
102.0,20.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
105.0,86.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
108.0,150.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
130.0,98.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
92.0,128.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
101.0,90.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
30.0,88.0,2.3871172324855396,-0.5635697603294717,2.429429827758367,-2.0338539915468004,-0.24343155457632062,0.2818199296131066,0.5787829621518017,1.8334508607116515,-0.28812547895843893,-0.4200729387980411,0.09285459437859336,-0.1330852681096827,-0.13632579643458484,2
97.0,147.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
85.0,52.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
120.0,74.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
144.0,8.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
161.0,146.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
162.0,149.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
116.0,130.0,-0.5035056458718721,-0.5635697603294717,0.9464247069151176,2.3423605331158774,2.5073330092437622,-0.0008144216977624843,1.6726243555199445,0.055388146993041315,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.11065032386491677,0
7.0,43.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
86.0,67.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.3240665400256257,-1.4617963060196941,-1.0480162933727462,-1.133755766166181,-0.5367862012691483,-0.5614764808927029,0.016562064346863397,-0.10850117074694998,-0.11065032386491677,2
99.0,105.0,-0.5035056458718721,2.3194189085507166,-2.0195855347713816,-0.5751158166592409,-2.537634130721316,-0.7120187583172838,-1.8465259508439302,1.0383764064680128,-0.3960599080671527,-0.27901167226892676,-0.08346692803263338,-0.10850117074694998,-0.11065032386491677,1
128.0,53.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-1.9186079325054326,-1.116039199219835,-2.1008017158192063,-0.5814243287495364,-0.5996691316018199,-0.5282642861699064,-0.05152159795684616,-0.10850117074694998,-0.11065032386491677,0
90.0,108.0,2.3871172324855396,2.3194189085507166,0.9464247069151176,2.3423605331158774,0.5074371354510417,1.5633799664488366,-0.5535159871752886,0.7774152796199382,-0.2848701449510683,-0.2947035036093558,0.00647645124371722,-0.1330852681096827,-0.11065032386491677,1
150.0,92.0,-1.948817085050578,2.3194189085507166,0.9464247069151176,0.8836223582283182,0.3874604698442802,1.2749701517036434,-0.7859276563897053,2.086632726670983,-0.521131632779692,-0.2159790605660348,-0.21674270481751093,-0.10850117074694998,-0.11065032386491677,0
89.0,140.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
98.0,102.0,-0.5035056458718721,-2.005064094769566,2.429429827758367,-2.0338539915468004,-0.09038800734982884,-0.7262470523409175,-0.060780929210201534,0.2927674146390245,-0.3960599080671527,-0.5163000544058988,0.0843910861084308,-0.0839170733842173,-0.0849748512952487,2
107.0,96.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
133.0,127.0,2.3871172324855396,-0.5635697603294717,0.9464247069151176,0.8836223582283182,0.2548628570544155,-0.05631241801037787,1.133500805931223,-1.6705599963324445,-0.25499215208959664,-0.4200729387980411,0.11634893068460302,-0.0839170733842173,-0.05929937872558062,0
20.0,101.0,2.3871172324855396,-2.005064094769566,-0.5365804139281319,-0.5751158166592409,-1.1919559275961722,1.3310609936005764,-0.2991858190756102,0.5460034496795173,-0.3000612996736943,-0.5315273689073723,0.16323404983421944,-0.059332976021484615,-0.0849748512952487,0
28.0,36.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
53.0,116.0,-1.948817085050578,0.8779245741106224,-0.5365804139281319,0.8836223582283182,-0.8270853153747485,1.3083989930387403,-0.7098222506473614,1.6159318217359413,-0.6419491476777087,-0.24217460619512649,-0.283881807915269,-0.10850117074694998,-0.11065032386491677,1
16.0,163.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
8.0,107.0,2.3871172324855396,-2.005064094769566,-0.5365804139281319,-2.0338539915468004,-0.8820825489882573,-0.825648132779953,0.656713852686169,-0.6950581816641336,-0.2834706626437826,-0.5350971937222142,0.17752351457051946,-0.10850117074694998,-0.13632579643458484,1
48.0,58.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
71.0,12.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
54.0,68.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
69.0,137.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
70.0,160.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
36.0,85.0,2.3871172324855396,-0.5635697603294717,2.429429827758367,0.8836223582283182,1.4871333063289764,-0.22760654377608938,2.270309254334684,0.794874391163487,-0.1870905218633474,-0.4200729387980411,0.1644969401669224,-0.15766936547241536,-0.0849748512952487,0
43.0,162.0,-1.948817085050578,-2.005064094769566,-0.5365804139281319,-2.0338539915468004,-2.3414970389275824,0.871643913856277,-1.7303849180935282,1.0108095211553085,-0.577544116200953,-0.5594765832892202,-0.013753480322743272,-0.10850117074694998,-0.0849748512952487,2
140.0,161.0,-1.948817085050578,-0.5635697603294717,-0.5365804139281319,0.8836223582283182,0.3658495248984437,0.5471661387232157,0.31958441189402775,0.8283380039592584,-0.48851239372312255,-0.4200729387980411,-0.04923670799624912,-0.10850117074694998,-0.0849748512952487,1
147.0,28.0,2.3871172324855396,-2.005064094769566,0.9464247069151176,-0.5751158166592409,-2.108640563399327,-1.9624620515967575,-1.0865702278271396,-2.2656736437236686,-0.25303078627097636,-0.6295397385908064,0.26591670710836357,-0.0839170733842173,-0.1620012690042529,0
67.0,98.0,0.21915007371748083,-1.2843169275495188,-1.2780829743497566,0.15425327078453868,-1.059278705754845,-0.35847242550152925,-0.446482595430676,-0.38367182739929295,-0.45415053415720813,-0.5347546784520714,0.05625472748130735,-0.10850117074694998,-0.11065032386491677,2
21.0,15.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
52.0,7.0,-0.5035056458718721,2.3194189085507166,0.9464247069151176,0.8836223582283182,-1.4577938506401489,0.2998539098070406,-0.8034622018702954,1.717809468819468,-0.3960599080671527,-0.2381567405390492,-0.11236774334556932,-0.0839170733842173,-0.0849748512952487,1
94.0,10.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
102.0,99.0,0.21915007371748083,-0.5635697603294717,-0.5365804139281319,-1.3044849041030206,-0.14662888968191876,-1.4531550079067248,0.49937849514759647,-0.6086508579823559,-0.37764910758055514,-0.41360527255790885,0.024799522997765912,-0.10850117074694998,-0.0849748512952487,0
127.0,30.0,-1.226161365461225,0.15717740689057536,0.20492214649349286,0.15425327078453868,-1.0434471837767783,-1.2259881500469556,-2.1355835735011968,-0.20091683797199028,-0.6214127500093036,-0.4440467830884004,-0.12651520299680372,-0.10850117074694998,-0.0849748512952487,2
108.0,20.0,0.9418057933068337,2.3194189085507166,0.20492214649349286,1.612991445672098,-0.18111028822824785,1.645311226201596,0.004625195399594695,1.800311883598085,-0.27167014025415215,-0.04400173997271263,-0.16151027915507357,-0.0839170733842173,-0.13632579643458484,2
130.0,150.0,-1.226161365461225,0.15717740689057536,0.20492214649349286,0.8836223582283182,-1.1326753386771362,0.19940483136733944,-0.761364455501133,-0.3613223463606862,-0.5735357916319498,-0.4472852330645988,-0.09027550023315545,-0.0839170733842173,-0.0849748512952487,0
88.0,90.0,0.9418057933068337,0.8779245741106224,-1.2780829743497566,-0.5751158166592409,-0.23055721760746434,-0.12972008818473116,1.409285905034452,0.10596931570405972,-0.26420856452971614,-0.3079349285148961,0.03048718435761068,-0.0839170733842173,-0.0849748512952487,0
138.0,154.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
65.0,45.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
3.0,51.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
92.0,86.0,0.21915007371748083,-2.005064094769566,0.20492214649349286,-2.0338539915468004,0.6072785360902985,-1.643461404700751,1.0151670355956262,-0.6466355687630302,-0.2903747350756297,-0.644308847169535,0.24988436370451156,-0.0839170733842173,-0.0849748512952487,2
149.0,120.0,2.3871172324855396,-2.005064094769566,-0.5365804139281319,-2.0338539915468004,-0.673767019836501,0.9626170249724423,-1.02033030241793,0.9439631072466175,-0.25698730060517855,-0.5554570472554928,0.2107050409588771,-0.0839170733842173,-0.0849748512952487,0
74.0,144.0,2.3871172324855396,-2.005064094769566,-0.5365804139281319,-2.0338539915468004,-0.4786083427020847,-1.8625828698800462,-0.9531950715115559,-0.6590199591600163,-0.2609972915852436,-0.5329301824275681,0.19192609320298837,-0.0839170733842173,-0.0849748512952487,1
114.0,93.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
146.0,97.0,-0.5035056458718721,-2.005064094769566,0.9464247069151176,-0.5751158166592409,-0.7226178521718387,-0.4417002959193452,-0.8370703977426174,1.076764481187545,-0.3960599080671527,-0.5634425153856626,0.11773970524654742,-0.059332976021484615,-0.05929937872558062,1
133.0,128.0,2.3871172324855396,0.15717740689057536,1.6879272673367425,2.3423605331158774,1.1612410332194305,-0.5725795644805601,1.945789544719678,-0.6323912469779163,-0.029639310147447404,-0.4858836302112116,0.3226977329927748,-0.0839170733842173,-0.0849748512952487,1
22.0,157.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
47.0,125.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
14.0,49.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
105.0,101.0,0.9418057933068337,-2.005064094769566,-0.5365804139281319,-0.5751158166592409,-1.0483683823360976,-0.1206285142884469,0.20687229774671848,-1.763381052865157,-0.2617859225612151,-0.8113714521248431,0.38833649069171466,-0.059332976021484615,-0.0849748512952487,2
34.0,63.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
87.0,158.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,2
124.0,40.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,0
96.0,89.0,2.3871172324855396,2.3194189085507166,0.9464247069151176,0.8836223582283182,0.22614534800240046,-0.12506338174016823,0.692907782140246,-0.32334085542050056,-0.28130879727615904,-0.3274003868274123,0.03213155300222678,-0.059332976021484615,-0.05929937872558062,0
122.0,11.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.648576333997576,-2.6722339967883615,0.03988387300642085,-0.04484359339365918,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.0849748512952487,1
63.0,3.0,-1.948817085050578,-0.5635697603294717,-0.5365804139281319,-0.5751158166592409,-1.3399491542652409,-0.8003948232931133,-1.5367224766005918,0.6868582128896109,-0.5659766480761045,-0.4200729387980411,-0.10416542827440148,-0.15766936547241536,-0.13632579643458484,0
98.0,108.0,-0.021735166145636912,-0.08307164884944042,-0.042245373647048834,-0.08886975836338797,-0.6239181618316075,-0.522878068058487,-0.0785910833707497,-0.3043012862253514,-0.41326526006783654,-0.40263629607699863,-0.008214810845333124,-0.10850117074694998,-0.11065032386491677,0
12.0,21.0,-1.948817085050578,-2.005064094769566,-2.0195855347713816,-2.0338539915468004,-2.1033960744237024,-1.7498351141734112,-1.5426928707658207,-0.8868331438484581,-0.5663332600431269,-0.5466287976751094,-0.014892568409163217,-0.10850117074694998,-0.11065032386491677,2
154.0,94.0,-0.5035056458718721,2.3194189085507166,-0.5365804139281319,-0.5751158166592409,0.7474875508736657,-0.14581297719130115,0.7716756438192719,0.1818836843064659,-0.3960599080671527,-0.33051336335523274,-0.04703458561115039,-0.10850117074694998,-0.11065032386491677,0
28.0,97.0,-1.948817085050578,-1.2843169275495188,-1.2780829743497566,-0.5751158166592409,-1.4695157980469788,-0.65664793694453,-1.1202741681258581,0.6896222249796397,-0.6753591872237084,-0.5581861113669215,-0.08402553504252971,-0.10850117074694998,-0.13632579643458484,1
68.0,114.0,-0.5035056458718721,-0.5635697603294717,-2.0195855347713816,0.8836223582283182,-0.8751643282477347,-1.9980346990609528,0.5358032257355032,-1.9245864706458278,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.0839170733842173,-0.11065032386491677,2
157.0,54.0,-0.5035056458718721,-0.5635697603294717,-0.5365804139281319,-2.0338539915468004,-1.8074406880324771,-1.6734307051905852,-2.4661992229531307,-0.5386294919495105,-0.3960599080671527,-0.4200729387980411,0.016319938305106207,-0.1330852681096827,-0.0849748512952487,2
160.0,71.0,-0.5035056458718721,2.3194189085507166,0.9464247069151176,0.8836223582283182,-0.329176328054142,0.25131706809738563,-0.671947404144429,1.5309248761302012,-0.3960599080671527,-0.2493942820994507,-0.10441829637657353,-0.0839170733842173,-0.0849748512952487,1
163.0,48.0,-1.948817085050578,2.3194189085507166,-0.5365804139281319,-0.5751158166592409,-0.3216231765861003,0.6808050078591756,-1.699621155974946,0.42546777397638763,-0.5757065950225376,-0.3158664291605561,-0.1847805634171738,-0.0839170733842173,-0.0849748512952487,1
15.0,70.0,2.3871172324855396,-0.5635697603294717,0.9464247069151176,0.8836223582283182,-0.4172899562340232,0.6856625168403624,0.8855113283213796,0.6639253725154199,-0.2698045770256661,-0.4200729387980411,0.10584566627251653,-0.10850117074694998,-0.0849748512952487,0
96.0,144.0,2.3871172324855396,-1.2843169275495188,1.6879272673367425,-1.3044849041030206,0.06422830406409574,-0.7287255293643892,0.6275441401567315,0.11461995381679937,-0.17527215344926908,-0.5205417505959253,0.24394889229205108,-0.15766936547241536,-0.11065032386491677,2
162.0,140.0,0.21915007371748083,-1.2843169275495188,0.20492214649349286,-1.3044849041030206,0.4510020847007498,-0.5510583135672579,1.02797079190175,0.09444418077864265,-0.406778458576386,-0.5100790917616859,0.07239001101117745,-0.0839170733842173,-0.0849748512952487,2
107.0,43.0,-1.226161365461225,-2.005064094769566,-2.0195855347713816,-0.5751158166592409,-1.0322426952044559,-1.9307620244817365,-0.16503266003692352,-1.3821797180293784,-0.5030321535203879,-0.7306487174803944,0.1601691360990184,-0.0839170733842173,-0.0849748512952487,1
